Cue,Target,Frequency,Semantic,Rhyme,PronCue,NPhonCue,PronCue_processed,NSyllCue,cue_Length,cue_Freq_N,PhonTarget,NPhonTarget,PhonTarget_processed,NSyllTarget,Target_Length,Target_Freq_N,word_dist,pron_dist,category
job,mob,8,0,1,dZAb,3,A,1,3,7.04,mAb,3,A,1,3,7.3,1,2,3
knob,mob,1,0,1,nAb,3,A,1,4,7.69,mAb,3,A,1,3,7.3,2,1,0
lobe,mob,1,0,0,lob,3,o,1,4,7.6,mAb,3,A,1,3,7.3,2,2,0
rob,mob,8,0,1,rAb,3,A,1,3,7.49,mAb,3,A,1,3,7.3,1,1,3
snob,mob,3,0,1,snAb,4,A,1,4,6.59,mAb,3,A,1,3,7.3,2,2,2
sob,mob,13,0,1,sAb,3,A,1,3,7.09,mAb,3,A,1,3,7.3,1,1,3
swab,mob,7,0,1,swAb,4,A,1,4,7.09,mAb,3,A,1,3,7.3,3,2,3
dock,mock,1,0,1,dAk,3,A,1,4,8.11,mAk,3,A,1,4,7.4,1,1,0
hawk,mock,3,0,1,hOk,3,O,1,4,6.89,mAk,3,A,1,4,7.4,3,2,2
knock,mock,1,0,1,nAk,3,A,1,5,6.45,mAk,3,A,1,4,7.4,2,1,0
lock,mock,6,0,1,lAk,3,A,1,4,7.97,mAk,3,A,1,4,7.4,1,1,3
rock,mock,1,0,1,rAk,3,A,1,4,7.14,mAk,3,A,1,4,7.4,1,1,0
shock,mock,3,0,1,SAk,3,A,1,5,7.2,mAk,3,A,1,4,7.4,2,1,2
smoke,mock,1,0,0,smok,4,o,1,5,6.43,mAk,3,A,1,4,7.4,3,2,0
sock,mock,6,0,1,sAk,3,A,1,4,8.01,mAk,3,A,1,4,7.4,1,1,3
squawk,mock,2,0,1,skwOk,5,O,1,6,3,mAk,3,A,1,4,7.4,5,4,1
stock,mock,7,0,1,stAk,4,A,1,5,8.29,mAk,3,A,1,4,7.4,2,2,3
code,mode,13,0,1,kod,3,o,1,4,7.59,mod,3,o,1,4,7.8,1,1,3
load,mode,1,0,1,lod,3,o,1,4,7.64,mod,3,o,1,4,7.8,3,1,0
lobe,mode,1,0,0,lob,3,o,1,4,7.6,mod,3,o,1,4,7.8,2,2,0
move,mode,1,0,0,muv,3,u,1,4,7,mod,3,o,1,4,7.8,1,2,0
robe,mode,1,0,0,rob,3,o,1,4,6.8,mod,3,o,1,4,7.8,2,2,0
rod,mode,1,0,0,rAd,3,A,1,3,8.4,mod,3,o,1,4,7.8,2,2,0
toad,mode,2,0,1,tod,3,o,1,4,8.41,mod,3,o,1,4,7.8,3,1,1
squad,model,1,0,0,skwAd,5,A,1,5,5.81,mA.4l=,4,A.4,2,5,6.1,5,6,0
mist,moist,1,0,0,mIst,4,I,1,4,8.58,mOIst,4,OI,1,5,5,1,1,0
most,moist,1,0,0,most,4,o,1,4,8.3,mOIst,4,OI,1,5,5,1,2,0
myth,moist,1,0,0,mIT,3,I,1,4,8.03,mOIst,4,OI,1,5,5,4,3,0
voice,moist,2,0,0,vOIs,3,OI,1,5,4.29,mOIst,4,OI,1,5,5,3,2,1
bald,mold,1,0,0,bOld,4,O,1,4,7.09,mold,4,o,1,4,9,2,2,0
bold,mold,7,0,1,bold,4,o,1,4,8.68,mold,4,o,1,4,9,1,1,3
bulb,mold,1,0,0,bVlb,4,?,1,4,8.94,mold,4,o,1,4,9,3,3,0
coal,mold,1,0,0,kol,3,o,1,4,7.65,mold,4,o,1,4,9,3,2,0
cold,mold,9,0,1,kold,4,o,1,4,8.22,mold,4,o,1,4,9,1,1,3
could,mold,1,0,0,kUd,3,U,1,5,8.81,mold,4,o,1,4,9,2,3,0
fold,mold,9,0,1,fold,4,o,1,4,9.78,mold,4,o,1,4,9,1,1,3
gold,mold,6,0,1,gold,4,o,1,4,8.72,mold,4,o,1,4,9,1,1,3
hold,mold,9,0,1,hold,4,o,1,4,8.77,mold,4,o,1,4,9,1,1,3
meal,mold,1,0,0,mil,3,i,1,4,7.97,mold,4,o,1,4,9,3,2,0
mild,mold,1,0,0,maIld,4,aI,1,4,8.32,mold,4,o,1,4,9,1,2,0
mole,mold,1,0,0,mol,3,o,1,4,7.77,mold,4,o,1,4,9,1,1,0
old,mold,8,0,1,old,3,o,1,3,7.17,mold,4,o,1,4,9,1,1,3
scold,mold,10,0,1,skold,5,o,1,5,2.37,mold,4,o,1,4,9,2,2,3
world,mold,1,0,0,w3`ld,4,3`,1,5,14.06,mold,4,o,1,4,9,2,3,0
coal,mole,3,0,1,kol,3,o,1,4,7.65,mol,3,o,1,4,7.8,3,1,2
goal,mole,3,0,1,gol,3,o,1,4,6.2,mol,3,o,1,4,7.8,3,1,2
hole,mole,15,0,1,hol,3,o,1,4,8.13,mol,3,o,1,4,7.8,1,1,3
pole,mole,3,0,1,pol,3,o,1,4,7.53,mol,3,o,1,4,7.8,1,1,2
roll,mole,2,0,1,rol,3,o,1,4,6.56,mol,3,o,1,4,7.8,2,1,1
scroll,mole,4,0,1,skrol,5,o,1,6,6.33,mol,3,o,1,4,7.8,4,3,2
sole,mole,8,0,1,sol,3,o,1,4,8.47,mol,3,o,1,4,7.8,1,1,3
soul,mole,6,0,1,sol,3,o,1,4,8.13,mol,3,o,1,4,7.8,3,1,3
toll,mole,6,0,1,tol,3,o,1,4,7.96,mol,3,o,1,4,7.8,2,1,3
whole,mole,7,0,1,hol,3,o,1,5,7.41,mol,3,o,1,4,7.8,2,1,3
bomb,mom,7,0,1,bAm,3,A,1,4,7.54,mAm,3,A,1,3,7.7,2,1,3
calm,mom,2,0,1,kAm,3,A,1,4,7.64,mAm,3,A,1,3,7.7,3,1,1
on,mom,1,0,0,An,2,A,1,2,10.63,mAm,3,A,1,3,7.7,2,2,0
palm,mom,1,0,0,pAlm,4,A,1,4,7.61,mAm,3,A,1,3,7.7,3,2,0
prom,mom,9,0,1,prAm,4,A,1,4,7.32,mAm,3,A,1,3,7.7,2,2,3
some,mom,1,0,0,sVm,3,?,1,4,9.47,mAm,3,A,1,3,7.7,2,2,0
coin,money,1,1,0,kOIn,3,OI,1,4,6.87,mV.ni,4,?,2,5,4.7,4,4,0
con,money,1,1,0,kAn,3,A,1,3,8.67,mV.ni,4,?,2,5,4.7,3,4,0
dough,money,1,1,0,do,2,o,1,5,5.45,mV.ni,4,?,2,5,4.7,4,5,0
fund,money,1,1,0,fVnd,4,?,1,4,8.79,mV.ni,4,?,2,5,4.7,4,3,0
sum,money,1,1,0,sVm,3,?,1,3,7.79,mV.ni,4,?,2,5,4.7,5,4,0
chunk,monk,2,0,1,tSVNk,4,?,1,5,6.89,mVNk,4,?,1,4,6,3,2,1
drunk,monk,2,0,1,drVNk,5,?,1,5,6.87,mVNk,4,?,1,4,6,3,2,1
dunk,monk,2,0,1,dVNk,4,?,1,4,7.31,mVNk,4,?,1,4,6,2,1,1
flunk,monk,2,0,1,flVNk,5,?,1,5,5.57,mVNk,4,?,1,4,6,3,2,1
honk,monk,4,0,0,hANk,4,A,1,4,6.51,mVNk,4,?,1,4,6,1,2,2
junk,monk,3,0,1,dZVNk,4,?,1,4,7.47,mVNk,4,?,1,4,6,2,2,2
mink,monk,1,0,0,mINk,4,I,1,4,8.43,mVNk,4,?,1,4,6,1,1,0
nun,monk,1,1,0,nVn,3,?,1,3,7.57,mVNk,4,?,1,4,6,3,3,0
skunk,monk,5,0,1,skVNk,5,?,1,5,5.06,mVNk,4,?,1,4,6,3,2,3
trunk,monk,2,0,1,trVNk,5,?,1,5,8.1,mVNk,4,?,1,4,6,3,2,1
monk,monkey,2,0,0,mVNk,4,?,1,4,6.04,mVN.ki,5,?,2,6,7.9,2,2,1
month,monster,1,0,0,mVnT,4,?,1,5,9.11,mAn.st@`,6,A,2,7,4.3,3,6,0
moth,month,2,0,0,mOT,3,O,1,4,8.61,mVnT,4,?,1,5,9.1,1,2,1
dunce,months,1,0,1,dVns,4,?,1,5,7.92,mVnTs,5,?,1,6,7.7,5,2,0
clue,moo,1,0,0,klu,3,?,1,4,8.97,mu,2,?,1,3,7.7,4,2,0
crew,moo,1,0,0,kru,3,?,1,4,7.77,mu,2,?,1,3,7.7,4,2,0
cue,moo,2,0,0,kju,3,?,1,3,8.87,mu,2,?,1,3,7.7,3,2,1
do,moo,4,0,1,du,2,?,1,2,10.71,mu,2,?,1,3,7.7,2,1,2
due,moo,1,0,0,du,2,?,1,3,8.32,mu,2,?,1,3,7.7,3,1,0
flu,moo,1,0,1,flu,3,?,1,3,9.04,mu,2,?,1,3,7.7,3,2,0
goo,moo,3,0,1,gu,2,?,1,3,7.99,mu,2,?,1,3,7.7,1,1,2
hue,moo,1,0,1,hju,3,?,1,3,8.02,mu,2,?,1,3,7.7,3,2,0
moist,moo,1,0,0,mOIst,4,OI,1,5,5.04,mu,2,?,1,3,7.7,3,4,0
mood,moo,2,0,0,mud,3,u,1,4,8.7,mu,2,?,1,3,7.7,1,1,1
moon,moo,1,0,0,mun,3,u,1,4,7.16,mu,2,?,1,3,7.7,1,1,0
moot,moo,2,0,0,mut,3,u,1,4,7.86,mu,2,?,1,3,7.7,1,1,1
screw,moo,1,0,1,skru,4,?,1,5,3.95,mu,2,?,1,3,7.7,5,3,0
shoe,moo,2,0,1,Su,2,u,1,4,7.15,mu,2,?,1,3,7.7,3,1,1
sue,moo,2,0,1,su,2,u,1,3,9.05,mu,2,?,1,3,7.7,3,1,1
TRUE,moo,2,0,1,tru14,3,?,1,4,6.39,mu,2,?,1,3,7.7,4,4,1
two,moo,2,0,1,tu,2,u,1,3,9.94,mu,2,?,1,3,7.7,2,1,1
who,moo,2,0,1,hu,2,u,1,3,8.19,mu,2,?,1,3,7.7,2,1,1
you,moo,1,0,1,ju,2,u,1,3,6.14,mu,2,?,1,3,7.7,2,1,0
zoo,moo,2,0,1,zu,2,u,1,3,7.55,mu,2,?,1,3,7.7,1,1,1
brooch,mooch,6,0,1,brotS,4,o,1,6,5.44,mutS,3,u,1,5,4.6,2,3,3
douche,mooch,1,0,0,duS,3,u,1,6,6.13,mutS,3,u,1,5,4.6,3,2,0
much,mooch,2,0,0,mVtS,3,?,1,4,8.63,mutS,3,u,1,5,4.6,2,1,1
crude,mood,1,0,1,krud,4,u,1,5,4.9,mud,3,u,1,4,8.7,4,2,0
cube,mood,1,0,0,kjub,4,u,1,4,8.17,mud,3,u,1,4,8.7,4,3,0
feud,mood,4,0,1,fjud,4,u,1,4,8.7,mud,3,u,1,4,8.7,3,2,2
food,mood,12,0,1,fud,3,u,1,4,9.28,mud,3,u,1,4,8.7,1,1,3
good,mood,1,0,0,gUd,3,U,1,4,8.03,mud,3,u,1,4,8.7,1,2,0
hood,mood,7,0,0,hUd,3,U,1,4,7.97,mud,3,u,1,4,8.7,1,2,3
move,mood,1,0,0,muv,3,u,1,4,7,mud,3,u,1,4,8.7,2,1,0
rude,mood,6,0,1,rud,3,u,1,4,7.94,mud,3,u,1,4,8.7,4,1,3
tooth,mood,1,0,0,tuT,3,u,1,5,5.99,mud,3,u,1,4,8.7,3,2,0
wood,mood,2,0,0,wUd,3,U,1,4,7.31,mud,3,u,1,4,8.7,1,2,1
bloom,moon,1,0,0,blum,4,u,1,5,8.44,mun,3,u,1,4,7.2,3,3,0
boom,moon,1,0,0,bum,3,u,1,4,8.39,mun,3,u,1,4,7.2,2,2,0
dune,moon,4,0,1,dun,3,u,1,4,7.47,mun,3,u,1,4,7.2,4,1,2
gloom,moon,1,0,0,glum,4,u,1,5,7.83,mun,3,u,1,4,7.2,3,3,0
noon,moon,15,0,1,nun,3,u,1,4,7.8,mun,3,u,1,4,7.2,1,1,3
prune,moon,1,0,1,prun,4,u,1,5,6.73,mun,3,u,1,4,7.2,4,2,0
room,moon,1,0,0,rum,3,u,1,4,7.67,mun,3,u,1,4,7.2,2,2,0
soon,moon,15,0,1,sun,3,u,1,4,7.02,mun,3,u,1,4,7.2,1,1,3
spoon,moon,11,0,1,spun,4,u,1,5,6.18,mun,3,u,1,4,7.2,2,2,3
tune,moon,3,0,1,tun,3,u,1,4,7.54,mun,3,u,1,4,7.2,4,1,2
whom,moon,1,0,0,hum,3,u,1,4,5.98,mun,3,u,1,4,7.2,3,2,0
poor,moor,1,0,1,pUr,3,U,1,4,7.76,mUr,3,U,1,4,8.5,1,1,0
soar,moor,1,0,1,sOr,3,O,1,4,7.43,mUr,3,U,1,4,8.5,2,2,0
room,moore,1,0,0,rum,3,u,1,4,7.67,mUr,3,U,1,5,6.4,3,3,0
cord,moored,1,0,1,kOrd,4,O,1,4,7.94,mUrd,4,U,1,6,4.7,3,2,0
sword,moored,1,0,1,sOrd,4,O,1,5,6.71,mUrd,4,U,1,6,4.7,3,2,0
goose,moose,15,0,1,gus,3,u,1,5,6.65,mus,3,u,1,5,8,1,1,3
grouse,moose,1,0,0,graUs,4,aU,1,6,6.23,mus,3,u,1,5,8,3,4,0
hose,moose,1,0,0,hoz,3,o,1,4,8.7,mus,3,u,1,5,8,2,3,0
juice,moose,10,0,1,dZus,3,u,1,5,7.15,mus,3,u,1,5,8,4,2,3
loose,moose,11,0,1,lus,3,u,1,5,6.5,mus,3,u,1,5,8,1,1,3
lose,moose,3,0,0,luz,3,u,1,4,8.22,mus,3,u,1,5,8,2,2,2
moist,moose,1,0,0,mOIst,4,OI,1,5,5.04,mus,3,u,1,5,8,2,3,0
mousse,moose,16,0,1,mus,3,u,1,6,3.09,mus,3,u,1,5,8,2,0,3
mule,moose,1,0,0,mjul,4,u,1,4,7.03,mus,3,u,1,5,8,3,2,0
noose,moose,12,0,1,nus,3,u,1,5,8.5,mus,3,u,1,5,8,1,1,3
tooth,moose,1,0,0,tuT,3,u,1,5,5.99,mus,3,u,1,5,8,3,2,0
boot,moot,3,0,1,but,3,u,1,4,7.55,mut,3,u,1,4,7.9,1,1,2
brute,moot,1,0,1,brut,4,u,1,5,10.16,mut,3,u,1,4,7.9,4,2,0
chute,moot,2,0,1,Sut,3,u,1,5,4.43,mut,3,u,1,4,7.9,4,1,1
court,moot,1,0,0,kOrt,4,O,1,5,10.45,mut,3,u,1,4,7.9,3,3,0
cute,moot,3,0,0,kjut,4,u,1,4,7.4,mut,3,u,1,4,7.9,4,2,2
flute,moot,3,0,1,flut,4,u,1,5,5.7,mut,3,u,1,4,7.9,4,2,2
foot,moot,2,0,0,fUt,3,U,1,4,8.15,mut,3,u,1,4,7.9,1,2,1
good,moot,1,0,0,gUd,3,U,1,4,8.03,mut,3,u,1,4,7.9,2,3,0
hoot,moot,2,0,1,hut,3,u,1,4,7.84,mut,3,u,1,4,7.9,1,1,1
mood,moot,3,0,0,mud,3,u,1,4,8.7,mut,3,u,1,4,7.9,1,1,2
root,moot,5,0,1,rut,3,u,1,4,7.25,mut,3,u,1,4,7.9,1,1,3
shoot,moot,3,0,1,Sut,3,u,1,5,6.48,mut,3,u,1,4,7.9,2,1,2
smooth,moot,2,0,0,smuD,4,u,1,6,4.96,mut,3,u,1,4,7.9,2,2,1
soot,moot,1,0,0,sUt,3,U,1,4,8.36,mut,3,u,1,4,7.9,1,2,0
suit,moot,2,0,1,sut,3,u,1,4,7.2,mut,3,u,1,4,7.9,3,1,1
suite,moot,2,0,0,swit,4,i,1,5,8.68,mut,3,u,1,4,7.9,4,3,1
chop,mop,2,0,1,tSAp,3,A,1,4,7.05,mAp,3,A,1,3,7.8,2,2,1
cop,mop,5,0,1,kAp,3,A,1,3,7.78,mAp,3,A,1,3,7.8,1,1,3
drop,mop,4,0,1,drAp,4,A,1,4,7.93,mAp,3,A,1,3,7.8,2,2,2
hop,mop,5,0,1,hAp,3,A,1,3,7.59,mAp,3,A,1,3,7.8,1,1,3
loft,mop,1,0,0,lOft,4,O,1,4,9.28,mAp,3,A,1,3,7.8,3,4,0
mob,mop,1,0,0,mAb,3,A,1,3,7.25,mAp,3,A,1,3,7.8,1,1,0
pop,mop,5,0,1,pAp,3,A,1,3,7.27,mAp,3,A,1,3,7.8,1,1,3
prop,mop,5,0,1,prAp,4,A,1,4,7.15,mAp,3,A,1,3,7.8,2,2,3
shop,mop,2,0,1,SAp,3,A,1,4,7.51,mAp,3,A,1,3,7.8,2,1,1
stop,mop,3,0,1,stAp,4,A,1,4,7.18,mAp,3,A,1,3,7.8,2,2,2
swamp,mop,1,0,0,swAmp,5,A,1,5,6.87,mAp,3,A,1,3,7.8,4,3,0
swap,mop,9,0,1,swAp,4,A,1,4,7.26,mAp,3,A,1,3,7.8,3,2,3
top,mop,6,0,1,tAp,3,A,1,3,7.99,mAp,3,A,1,3,7.8,1,1,3
dope,mope,9,0,1,dop,3,o,1,4,7.58,mop,3,o,1,4,8,1,1,3
drop,mope,1,0,0,drAp,4,A,1,4,7.93,mop,3,o,1,4,8,3,3,0
hope,mope,3,0,1,hop,3,o,1,4,7.5,mop,3,o,1,4,8,1,1,2
moat,mope,1,0,0,mot,3,o,1,4,8.09,mop,3,o,1,4,8,2,1,0
mop,mope,2,0,0,mAp,3,A,1,3,7.82,mop,3,o,1,4,8,1,1,1
pope,mope,2,0,1,pop,3,o,1,4,7.56,mop,3,o,1,4,8,1,1,1
rope,mope,4,0,1,rop,3,o,1,4,7.35,mop,3,o,1,4,8,1,1,2
slope,mope,5,0,1,slop,4,o,1,5,5.69,mop,3,o,1,4,8,2,2,3
soap,mope,5,0,1,sop,3,o,1,4,8.29,mop,3,o,1,4,8,3,1,3
lobe,moped,1,0,0,lob,3,o,1,4,7.6,mo.pEd,5,o.,2,5,5,3,5,0
mop,moped,1,0,0,mAp,3,A,1,3,7.82,mo.pEd,5,o.,2,5,5,2,4,0
mop,mopping,1,1,0,mAp,3,A,1,3,7.82,mAp.IN,5,A,2,7,6,4,3,0
wasp,mops,1,0,0,wAsp,4,A,1,4,7.08,mAps,4,A,1,4,6,4,3,0
chore,more,2,0,1,tSOr,3,O,1,5,7.21,mOr,3,O,1,4,7.4,2,2,1
core,more,5,0,1,kOr,3,O,1,4,8.42,mOr,3,O,1,4,7.4,1,1,3
cork,more,1,0,0,kOrk,4,O,1,4,8.68,mOr,3,O,1,4,7.4,2,2,0
corps,more,1,0,1,kOr,3,O,1,5,4.98,mOr,3,O,1,4,7.4,3,1,0
dorm,more,1,0,0,dOrm,4,O,1,4,7.36,mOr,3,O,1,4,7.4,2,2,0
drawer,more,4,0,1,drOr,4,O,1,6,6.97,mOr,3,O,1,4,7.4,5,2,2
for,more,3,0,1,fOr,3,O,1,3,7.67,mOr,3,O,1,4,7.4,2,1,2
fort,more,1,0,0,fOrt,4,O,1,4,9.07,mOr,3,O,1,4,7.4,2,2,0
four,more,5,0,1,fOr,3,O,1,4,8.21,mOr,3,O,1,4,7.4,3,1,3
fur,more,1,0,0,f3`,2,3,1,3,9.36,mOr,3,O,1,4,7.4,3,3,0
group,more,1,0,0,grup,4,u,1,5,5.27,mOr,3,O,1,4,7.4,4,4,0
hour,more,1,0,0,aUr,2,aU,1,4,7.61,mOr,3,O,1,4,7.4,3,2,0
mare,more,1,0,0,mEr,3,E,1,4,8.31,mOr,3,O,1,4,7.4,1,1,0
mauve,more,1,0,0,mov,3,o,1,5,5.3,mOr,3,O,1,4,7.4,3,2,0
moat,more,2,0,0,mot,3,o,1,4,8.09,mOr,3,O,1,4,7.4,2,2,1
move,more,1,0,0,muv,3,u,1,4,7,mOr,3,O,1,4,7.4,1,2,0
oar,more,5,0,1,Or,2,O,1,3,9.04,mOr,3,O,1,4,7.4,3,1,3
or,more,4,0,1,Or,2,O,1,2,9.72,mOr,3,O,1,4,7.4,2,1,2
poor,more,4,0,1,pUr,3,U,1,4,7.76,mOr,3,O,1,4,7.4,3,2,2
pour,more,7,0,1,pOr,3,O,1,4,7.86,mOr,3,O,1,4,7.4,3,1,3
roam,more,1,0,0,rom,3,o,1,4,7.63,mOr,3,O,1,4,7.4,3,3,0
roar,more,3,0,1,rOr,3,O,1,4,7.38,mOr,3,O,1,4,7.4,3,1,2
score,more,7,0,1,skOr,4,O,1,5,7.67,mOr,3,O,1,4,7.4,2,2,3
shore,more,2,0,1,SOr,3,O,1,5,7.9,mOr,3,O,1,4,7.4,2,1,1
snore,more,1,0,1,snOr,4,O,1,5,8.28,mOr,3,O,1,4,7.4,2,2,0
soar,more,4,0,1,sOr,3,O,1,4,7.43,mOr,3,O,1,4,7.4,3,1,2
sore,more,5,0,1,sOr,3,O,1,4,8.89,mOr,3,O,1,4,7.4,1,1,3
store,more,13,0,1,stOr,4,O,1,5,8.04,mOr,3,O,1,4,7.4,2,2,3
sure,more,1,0,0,SUr,3,U,1,4,7.15,mOr,3,O,1,4,7.4,2,2,0
tour,more,3,0,0,tUr,3,U,1,4,8.3,mOr,3,O,1,4,7.4,3,2,2
war,more,3,0,1,wOr,3,O,1,3,9.39,mOr,3,O,1,4,7.4,3,1,2
whore,more,10,0,1,hOr,3,O,1,5,8.97,mOr,3,O,1,4,7.4,2,1,3
storm,mormon,1,0,0,stOrm,5,O,1,5,9.29,mOr.m@n,6,O,2,6,5.2,4,5,0
corn,morn,1,0,1,kOrn,4,O,1,4,7.74,mOrn,4,O,1,4,8.4,1,1,0
horn,morn,1,0,1,hOrn,4,O,1,4,7.23,mOrn,4,O,1,4,8.4,1,1,0
warn,morn,1,0,1,wOrn,4,O,1,4,8.03,mOrn,4,O,1,4,8.4,2,1,0
coarse,morse,3,0,1,kOrs,4,O,1,6,5.85,mOrs,4,O,1,5,7.3,2,1,2
course,morse,2,0,1,kOrs,4,O,1,6,6.17,mOrs,4,O,1,5,7.3,2,1,1
force,morse,2,0,1,fOrs,4,O,1,5,7.71,mOrs,4,O,1,5,7.3,2,1,1
hoarse,morse,1,0,1,hOrs,4,O,1,6,6.12,mOrs,4,O,1,5,7.3,2,1,0
worse,morse,1,0,0,w3`s,3,3`,1,5,7.07,mOrs,4,O,1,5,7.3,1,3,0
wasp,mosque,1,0,0,wAsp,4,A,1,4,7.08,mAsk,4,A,1,6,5.7,5,2,0
boss,moss,7,0,1,bOs,3,O,1,4,6.32,mOs,3,O,1,4,7.1,1,1,3
cost,moss,1,0,0,kOst,4,O,1,4,7.71,mOs,3,O,1,4,7.1,2,2,0
cross,moss,3,0,1,krOs,4,O,1,5,7.1,mOs,3,O,1,4,7.1,2,2,2
frost,moss,1,0,0,frOst,5,O,1,5,8.3,mOs,3,O,1,4,7.1,3,3,0
gross,moss,4,0,0,gros,4,o,1,5,6.81,mOs,3,O,1,4,7.1,2,3,2
loss,moss,9,0,1,lOs,3,O,1,4,7.44,mOs,3,O,1,4,7.1,1,1,3
mosque,moss,2,0,0,mAsk,4,A,1,6,5.71,mOs,3,O,1,4,7.1,3,2,1
most,moss,1,0,0,most,4,o,1,4,8.3,mOs,3,O,1,4,7.1,1,2,0
sauce,moss,4,0,1,sOs,3,O,1,5,5.61,mOs,3,O,1,4,7.1,5,1,2
toss,moss,6,0,1,tOs,3,O,1,4,6.93,mOs,3,O,1,4,7.1,1,1,3
both,most,1,0,0,boT,3,o,1,4,6.95,most,4,o,1,4,8.3,3,3,0
close,most,3,0,0,kloz,4,o,1,5,8.94,most,4,o,1,4,8.3,3,4,2
coach,most,1,0,0,kotS,3,o,1,5,6.13,most,4,o,1,4,8.3,4,3,0
coast,most,3,0,1,kost,4,o,1,5,7.4,most,4,o,1,4,8.3,2,1,2
cost,most,4,0,0,kOst,4,O,1,4,7.71,most,4,o,1,4,8.3,1,2,2
frost,most,4,0,0,frOst,5,O,1,5,8.3,most,4,o,1,4,8.3,2,3,2
gross,most,3,0,0,gros,4,o,1,5,6.81,most,4,o,1,4,8.3,3,3,2
host,most,21,0,1,host,4,o,1,4,8.57,most,4,o,1,4,8.3,1,1,3
joust,most,1,0,0,dZaUst,4,aU,1,5,3.95,most,4,o,1,4,8.3,2,4,0
lost,most,5,0,0,lOst,4,O,1,4,9.73,most,4,o,1,4,8.3,1,2,3
moist,most,1,0,0,mOIst,4,OI,1,5,5.04,most,4,o,1,4,8.3,1,2,0
mosque,most,1,0,0,mAsk,4,A,1,6,5.71,most,4,o,1,4,8.3,3,2,0
moss,most,3,0,0,mOs,3,O,1,4,7.11,most,4,o,1,4,8.3,1,2,2
post,most,17,0,1,post,4,o,1,4,8.57,most,4,o,1,4,8.3,1,1,3
roast,most,3,0,1,rost,4,o,1,5,7.61,most,4,o,1,4,8.3,2,1,2
sauce,most,1,0,0,sOs,3,O,1,5,5.61,most,4,o,1,4,8.3,5,3,0
toast,most,7,0,1,tost,4,o,1,5,8.06,most,4,o,1,4,8.3,2,1,3
wasp,most,1,0,0,wAsp,4,A,1,4,7.08,most,4,o,1,4,8.3,3,3,0
worst,most,1,0,0,w3`st,4,3`,1,5,7.1,most,4,o,1,4,8.3,2,3,0
both,moth,4,0,0,boT,3,o,1,4,6.95,mOT,3,O,1,4,8.6,1,2,2
broth,moth,5,0,1,brOT,4,O,1,5,6.04,mOT,3,O,1,4,8.6,2,2,3
cloth,moth,14,0,1,klOT,4,O,1,5,5.75,mOT,3,O,1,4,8.6,2,2,3
cough,moth,3,0,0,kOf,3,O,1,5,5.62,mOT,3,O,1,4,8.6,3,2,2
month,moth,11,0,0,mVnT,4,?,1,5,9.11,mOT,3,O,1,4,8.6,1,2,3
mosque,moth,1,0,0,mAsk,4,A,1,6,5.71,mOT,3,O,1,4,8.6,4,3,0
oath,moth,1,0,0,oT,2,o,1,4,7.95,mOT,3,O,1,4,8.6,2,2,0
off,moth,1,0,0,Of,2,O,1,3,5.59,mOT,3,O,1,4,8.6,3,2,0
smooth,moth,1,0,0,smuD,4,u,1,6,4.96,mOT,3,O,1,4,8.6,2,3,0
swath,moth,10,0,1,swAT,4,A,1,5,4.48,mOT,3,O,1,4,8.6,3,3,3
wolf,moth,2,0,0,wUlf,4,U,1,4,7.32,mOT,3,O,1,4,8.6,3,4,1
mold,mould,1,0,1,mold,4,o,1,4,8.95,mold,4,o,1,5,8.7,1,0,0
bound,mound,2,0,1,baUnd,4,aU,1,5,9.64,maUnd,4,aU,1,5,8.6,1,1,1
found,mound,2,0,1,faUnd,4,aU,1,5,8.72,maUnd,4,aU,1,5,8.6,1,1,1
fund,mound,1,0,0,fVnd,4,?,1,4,8.79,maUnd,4,aU,1,5,8.6,2,3,0
ground,mound,3,0,1,graUnd,5,aU,1,6,12.5,maUnd,4,aU,1,5,8.6,2,2,2
hound,mound,3,0,1,haUnd,4,aU,1,5,9.87,maUnd,4,aU,1,5,8.6,1,1,2
noun,mound,1,0,0,naUn,3,aU,1,4,6.02,maUnd,4,aU,1,5,8.6,2,2,0
pound,mound,2,0,1,paUnd,4,aU,1,5,9.71,maUnd,4,aU,1,5,8.6,1,1,1
round,mound,1,0,1,raUnd,4,aU,1,5,9.45,maUnd,4,aU,1,5,8.6,1,1,0
sound,mound,5,0,1,saUnd,4,aU,1,5,8.96,maUnd,4,aU,1,5,8.6,1,1,3
wound,mound,1,0,1,waUnd,4,aU,1,5,10.28,maUnd,4,aU,1,5,8.6,1,1,0
count,mount,16,0,1,kaUnt,4,aU,1,5,8.62,maUnt,4,aU,1,5,5.2,1,1,3
month,mount,2,0,0,mVnT,4,?,1,5,9.11,maUnt,4,aU,1,5,5.2,2,3,1
corn,mourn,4,0,1,kOrn,4,O,1,4,7.74,mOrn,4,O,1,5,2.9,2,1,2
dorm,mourn,1,0,0,dOrm,4,O,1,4,7.36,mOrn,4,O,1,5,2.9,3,2,0
horn,mourn,1,0,1,hOrn,4,O,1,4,7.23,mOrn,4,O,1,5,2.9,2,1,0
learn,mourn,1,0,0,l3`n,3,3`,1,5,6.06,mOrn,4,O,1,5,2.9,3,3,0
norm,mourn,1,0,0,nOrm,4,O,1,4,6.95,mOrn,4,O,1,5,2.9,3,2,0
storm,mourn,1,0,0,stOrm,5,O,1,5,9.29,mOrn,4,O,1,5,2.9,4,3,0
