Cue,Target,Frequency,Semantic,Rhyme,PronCue,NPhonCue,PronCue_processed,NSyllCue,cue_Length,cue_Freq_N,PhonTarget,NPhonTarget,PhonTarget_processed,NSyllTarget,Target_Length,Target_Freq_N,word_dist,pron_dist,category
rag,mag,1,0,1,rag,3,a,1,3,8,mag,3,a,1,3,8.5,1,1,0
aid,maid,5,0,1,ed,2,e,1,3,9.43,med,3,e,1,4,10,1,1,3
made,maid,2,0,1,med,3,e,1,4,7.33,med,3,e,1,4,10,2,0,1
tide,maid,1,0,0,taId,3,aI,1,4,7.75,med,3,e,1,4,10,3,3,0
fail,mail,4,0,1,fel,3,e,1,4,7.94,mel,3,e,1,4,7.5,1,1,2
frail,mail,1,0,1,frel,4,e,1,5,7.35,mel,3,e,1,4,7.5,2,2,0
jail,mail,4,0,1,dZel,3,e,1,4,8.12,mel,3,e,1,4,7.5,1,2,2
mall,mail,1,0,0,mOl,3,O,1,4,8.36,mel,3,e,1,4,7.5,1,1,0
pail,mail,2,0,1,pel,3,e,1,4,8.03,mel,3,e,1,4,7.5,1,1,1
rail,mail,5,0,1,rel,3,e,1,4,8.15,mel,3,e,1,4,7.5,1,1,3
sale,mail,4,0,1,sel,3,e,1,4,8,mel,3,e,1,4,7.5,3,1,2
snail,mail,16,1,1,snel,4,e,1,5,5.84,mel,3,e,1,4,7.5,2,2,3
tail,mail,9,0,1,tel,3,e,1,4,8.04,mel,3,e,1,4,7.5,1,1,3
trail,mail,3,0,1,trel,4,e,1,5,7.06,mel,3,e,1,4,7.5,2,2,2
aim,maim,6,0,1,em,2,e,1,3,8.96,mem,3,e,1,4,8.5,1,1,3
claim,maim,4,0,1,klem,4,e,1,5,6.5,mem,3,e,1,4,8.5,2,2,2
frame,maim,1,0,1,frem,4,e,1,5,10.45,mem,3,e,1,4,8.5,4,2,0
harm,maim,1,0,0,hArm,4,A,1,4,7.64,mem,3,e,1,4,8.5,2,3,0
brain,main,1,0,1,bren,4,e,1,5,7.57,men,3,e,1,4,8.1,2,2,0
chain,main,3,0,1,tSen,3,e,1,5,6.33,men,3,e,1,4,8.1,2,2,2
gain,main,3,0,1,gen,3,e,1,4,7.91,men,3,e,1,4,8.1,1,1,2
lamb,main,1,0,0,lam,3,a,1,4,6.27,men,3,e,1,4,8.1,3,3,0
lime,main,1,0,0,laIm,3,aI,1,4,8.33,men,3,e,1,4,8.1,4,4,0
mane,main,7,0,1,men,3,e,1,4,8,men,3,e,1,4,8.1,2,0,3
plain,main,1,0,1,plen,4,e,1,5,6.55,men,3,e,1,4,8.1,2,2,0
rain,main,3,0,1,ren,3,e,1,4,8.13,men,3,e,1,4,8.1,1,1,2
same,main,1,0,0,sem,3,e,1,4,9.28,men,3,e,1,4,8.1,3,2,0
strain,main,3,0,1,stren,5,e,1,6,6.04,men,3,e,1,4,8.1,3,3,2
vain,main,3,0,1,ven,3,e,1,4,8.06,men,3,e,1,4,8.1,1,1,2
main,maine,4,0,1,men,3,e,1,4,8.11,men,3,e,1,5,6.3,1,0,2
mine,maine,1,0,0,maIn,3,aI,1,4,7.93,men,3,e,1,5,6.3,1,2,0
stain,maine,2,0,1,sten,4,e,1,5,6.8,men,3,e,1,5,6.3,3,2,1
vain,maine,1,0,1,ven,3,e,1,4,8.06,men,3,e,1,5,6.3,2,1,0
braze,maize,2,0,1,brez,4,e,1,5,7.52,mez,3,e,1,5,5.2,3,2,1
graze,maize,1,0,1,grez,4,e,1,5,7.34,mez,3,e,1,5,5.2,3,2,0
maze,maize,3,0,1,mez,3,e,1,4,7.28,mez,3,e,1,5,5.2,1,0,2
ache,make,4,0,1,ek,2,e,1,4,6.82,mek,3,e,1,4,7.9,3,1,2
bathe,make,1,0,0,beD,3,e,1,5,4.69,mek,3,e,1,4,7.9,3,2,0
break,make,4,0,1,brek,4,e,1,5,6.72,mek,3,e,1,4,7.9,4,2,2
date,make,1,0,0,det,3,e,1,4,8.18,mek,3,e,1,4,7.9,2,2,0
fake,make,5,0,1,fek,3,e,1,4,8.52,mek,3,e,1,4,7.9,1,1,3
gate,make,1,0,0,get,3,e,1,4,8.03,mek,3,e,1,4,7.9,2,2,0
late,make,1,0,0,let,3,e,1,4,7.14,mek,3,e,1,4,7.9,2,2,0
mark,make,1,1,0,mArk,4,A,1,4,7.71,mek,3,e,1,4,7.9,2,2,0
rake,make,4,0,1,rek,3,e,1,4,9.17,mek,3,e,1,4,7.9,1,1,2
sense,make,1,0,1,sEns,4,E,1,5,6.05,mek,3,e,1,4,7.9,4,4,0
share,make,1,0,0,SEr,3,E,1,5,7.89,mek,3,e,1,4,7.9,3,3,0
snake,make,1,0,1,snek,4,e,1,5,6.39,mek,3,e,1,4,7.9,2,2,0
steak,make,3,0,1,stek,4,e,1,5,8.64,mek,3,e,1,4,7.9,4,2,2
tank,make,1,0,0,taNk,4,a,1,4,7.65,mek,3,e,1,4,7.9,3,3,0
trace,make,1,0,0,tres,4,e,1,5,8.17,mek,3,e,1,4,7.9,3,3,0
ale,male,1,0,1,el,2,e,1,3,8.58,mel,3,e,1,4,7.8,1,1,0
mail,male,4,0,1,mel,3,e,1,4,7.45,mel,3,e,1,4,7.8,2,0,2
pail,male,1,0,1,pel,3,e,1,4,8.03,mel,3,e,1,4,7.8,3,1,0
sale,male,1,0,1,sel,3,e,1,4,8,mel,3,e,1,4,7.8,1,1,0
tail,male,2,0,1,tel,3,e,1,4,8.04,mel,3,e,1,4,7.8,3,1,1
trail,male,1,0,1,trel,4,e,1,5,7.06,mel,3,e,1,4,7.8,4,2,0
all,mall,2,0,1,Ol,2,O,1,3,6.8,mOl,3,O,1,4,8.4,1,1,1
ball,mall,5,0,1,bOl,3,O,1,4,8.14,mOl,3,O,1,4,8.4,1,1,3
claw,mall,1,0,0,klO,3,?,1,4,6.4,mOl,3,O,1,4,8.4,4,3,0
doll,mall,3,0,1,dAl,3,A,1,4,7.13,mOl,3,O,1,4,8.4,2,2,2
hall,mall,11,0,1,hOl,3,O,1,4,8.67,mOl,3,O,1,4,8.4,1,1,3
malt,mall,2,0,0,mOlt,4,O,1,4,7.7,mOl,3,O,1,4,8.4,1,1,1
small,mall,12,0,1,smOl,4,O,1,5,9.37,mOl,3,O,1,4,8.4,1,1,3
solve,mall,1,0,0,sAlv,4,A,1,5,7.52,mOl,3,O,1,4,8.4,4,3,0
tall,mall,6,0,1,tOl,3,O,1,4,8.98,mOl,3,O,1,4,8.4,1,1,3
fault,malt,8,0,1,fOlt,4,O,1,5,7.98,mOlt,4,O,1,4,7.7,2,1,3
mall,malt,1,0,0,mOl,3,O,1,4,8.36,mOlt,4,O,1,4,7.7,1,1,0
vault,malt,6,0,1,vOlt,4,O,1,5,5.92,mOlt,4,O,1,4,7.7,2,1,3
ban,man,6,0,1,ban,3,a,1,3,9.42,man,3,a,1,3,9.3,1,1,3
can,man,12,0,1,kan,3,a,1,3,9.45,man,3,a,1,3,9.3,1,1,3
hand,man,3,0,0,hand,4,a,1,4,9.2,man,3,a,1,3,9.3,2,2,2
mane,man,4,0,1,men,3,e,1,4,8,man,3,a,1,3,9.3,1,1,2
name,man,1,0,0,nem,3,e,1,4,8.36,man,3,a,1,3,9.3,3,3,0
plan,man,11,0,1,plan,4,a,1,4,8.21,man,3,a,1,3,9.3,2,2,3
span,man,3,0,1,span,4,a,1,4,7.65,man,3,a,1,3,9.3,2,2,2
than,man,7,0,1,Dan,3,a,1,4,9.06,man,3,a,1,3,9.3,2,1,3
aim,mane,1,0,0,em,2,e,1,3,8.96,men,3,e,1,4,8,3,2,0
chain,mane,4,0,1,tSen,3,e,1,5,6.33,men,3,e,1,4,8,4,2,2
fame,mane,1,0,0,fem,3,e,1,4,8.96,men,3,e,1,4,8,2,2,0
gain,mane,1,0,1,gen,3,e,1,4,7.91,men,3,e,1,4,8,3,1,0
lane,mane,3,0,1,len,3,e,1,4,7.14,men,3,e,1,4,8,1,1,2
man,mane,1,0,0,man,3,a,1,3,9.32,men,3,e,1,4,8,1,1,0
pain,mane,2,0,1,pen,3,e,1,4,7.51,men,3,e,1,4,8,3,1,1
plane,mane,6,0,1,plen,4,e,1,5,8.68,men,3,e,1,4,8,2,2,3
reign,mane,2,0,1,ren,3,e,1,5,5.06,men,3,e,1,4,8,5,1,1
sprain,mane,1,0,1,spren,5,e,1,6,9.18,men,3,e,1,4,8,5,3,0
vain,mane,2,0,1,ven,3,e,1,4,8.06,men,3,e,1,4,8,3,1,1
man,manic,1,0,0,man,3,a,1,3,9.32,ma.nIk,5,a.,2,5,6.9,2,3,0
stand,manned,1,0,1,stand,5,a,1,5,4.25,mand,4,a,1,6,7.4,4,2,0
flap,map,3,0,1,flap,4,a,1,4,7.33,map,3,a,1,3,8.3,2,2,2
half,map,1,0,0,haf,3,a,1,4,7.36,map,3,a,1,3,8.3,3,2,0
mop,map,2,0,0,mAp,3,A,1,3,7.82,map,3,a,1,3,8.3,1,1,1
rap,map,1,0,1,rap,3,a,1,3,8.05,map,3,a,1,3,8.3,1,1,0
scrap,map,3,0,1,skrap,5,a,1,5,4.91,map,3,a,1,3,8.3,3,3,2
snap,map,3,0,1,snap,4,a,1,4,7.68,map,3,a,1,3,8.3,2,2,2
swap,map,1,0,0,swAp,4,A,1,4,7.26,map,3,a,1,3,8.3,2,3,0
trap,map,4,0,1,trap,4,a,1,4,8.3,map,3,a,1,3,8.3,2,2,2
bar,mar,1,0,1,bAr,3,A,1,3,9.07,mAr,3,A,1,3,9.1,1,1,0
czar,mar,1,0,1,zAr,3,A,1,4,9.9,mAr,3,A,1,3,9.1,2,1,0
fur,mar,1,0,0,f3`,2,3,1,3,9.36,mAr,3,A,1,3,9.1,2,3,0
her,mar,1,0,0,h3`,2,3,1,3,7.33,mAr,3,A,1,3,9.1,2,3,0
marsh,mar,1,0,0,mArS,4,A,1,5,9.86,mAr,3,A,1,3,9.1,2,1,0
scar,mar,2,0,1,skAr,4,A,1,4,7.38,mAr,3,A,1,3,9.1,2,2,1
tar,mar,1,0,1,tAr,3,A,1,3,9.1,mAr,3,A,1,3,9.1,1,1,0
charge,march,1,0,0,tSArdZ,4,A,1,6,11.96,mArtS,4,A,1,5,6,4,4,0
marsh,march,3,0,0,mArS,4,A,1,5,9.86,mArtS,4,A,1,5,6,1,1,2
search,march,1,0,0,s3`tS,3,3`,1,6,6.44,mArtS,4,A,1,5,6,2,3,0
bear,mare,1,0,1,bEr,3,E,1,4,8.88,mEr,3,E,1,4,8.3,3,1,0
flair,mare,2,0,1,flEr,4,E,1,5,6.7,mEr,3,E,1,4,8.3,4,2,1
hare,mare,5,0,1,hEr,3,E,1,4,8.51,mEr,3,E,1,4,8.3,1,1,3
pear,mare,1,0,1,pEr,3,E,1,4,8.99,mEr,3,E,1,4,8.3,3,1,0
share,mare,1,0,1,SEr,3,E,1,5,7.89,mEr,3,E,1,4,8.3,2,1,0
snare,mare,3,0,1,snEr,4,E,1,5,8.06,mEr,3,E,1,4,8.3,2,2,2
square,mare,4,0,1,skwEr,5,E,1,6,7.43,mEr,3,E,1,4,8.3,3,3,2
stare,mare,4,0,1,stEr,4,E,1,5,9.15,mEr,3,E,1,4,8.3,2,2,2
charge,marge,3,0,1,tSArdZ,4,A,1,6,11.96,mArdZ,4,A,1,5,7.8,2,2,2
bark,mark,1,0,1,bArk,4,A,1,4,7.68,mArk,4,A,1,4,7.7,1,1,0
dark,mark,5,0,1,dArk,4,A,1,4,7.84,mArk,4,A,1,4,7.7,1,1,3
park,mark,1,0,1,pArk,4,A,1,4,7.77,mArk,4,A,1,4,7.7,1,1,0
smart,mark,1,0,0,smArt,5,A,1,5,8.03,mArk,4,A,1,4,7.7,2,2,0
carve,market,1,0,0,kArv,4,A,1,5,5.45,mAr.k@t,6,A,2,6,7.4,3,5,0
czar,mars,1,0,0,zAr,3,A,1,4,9.9,mArz,4,A,1,4,7.7,3,2,0
smart,mars,1,0,0,smArt,5,A,1,5,8.03,mArz,4,A,1,4,7.7,2,2,0
art,mart,5,0,1,Art,3,A,1,3,8.84,mArt,4,A,1,4,7.7,1,1,3
chart,mart,4,0,1,tSArt,4,A,1,5,7.05,mArt,4,A,1,4,7.7,2,2,2
march,mart,2,0,0,mArtS,4,A,1,5,5.98,mArt,4,A,1,4,7.7,2,1,1
part,mart,2,0,1,pArt,4,A,1,4,7.18,mArt,4,A,1,4,7.7,1,1,1
smart,mart,4,0,1,smArt,5,A,1,5,8.03,mArt,4,A,1,4,7.7,1,1,2
tart,mart,4,0,1,tArt,4,A,1,4,6.76,mArt,4,A,1,4,7.7,1,1,2
ash,mash,2,0,1,aS,2,a,1,3,7.78,maS,3,a,1,4,7.9,1,1,1
brash,mash,1,0,1,braS,4,a,1,5,9.27,maS,3,a,1,4,7.9,2,2,0
cash,mash,4,0,1,kaS,3,a,1,4,7.57,maS,3,a,1,4,7.9,1,1,2
dash,mash,3,0,1,daS,3,a,1,4,7.81,maS,3,a,1,4,7.9,1,1,2
marsh,mash,1,0,0,mArS,4,A,1,5,9.86,maS,3,a,1,4,7.9,1,2,0
smash,mash,11,0,1,smaS,4,a,1,5,6.18,maS,3,a,1,4,7.9,1,1,3
wash,mash,3,0,0,wAS,3,A,1,4,7.6,maS,3,a,1,4,7.9,1,2,2
bask,mask,8,0,1,bask,4,a,1,4,7.81,mask,4,a,1,4,7,1,1,3
gas,mask,3,1,0,gas,3,a,1,3,8.45,mask,4,a,1,4,7,2,2,2
musk,mask,1,0,0,mVsk,4,?,1,4,6.67,mask,4,a,1,4,7,1,1,0
bass,mass,6,0,1,bes,3,e,1,4,7.4,mas,3,a,1,4,7.6,1,2,3
class,mass,7,0,1,klas,4,a,1,5,6.98,mas,3,a,1,4,7.6,2,2,3
glass,mass,7,0,1,glas,4,a,1,5,9.05,mas,3,a,1,4,7.6,2,2,3
mass,massive,1,0,0,mas,3,a,1,4,7.57,mas.Iv,5,a,2,7,7.3,3,3,0
blast,mast,4,0,1,blast,5,a,1,5,6.25,mast,4,a,1,4,8.5,2,2,2
fast,mast,7,0,1,fast,4,a,1,4,8.47,mast,4,a,1,4,8.5,1,1,3
last,mast,6,0,1,last,4,a,1,4,8.4,mast,4,a,1,4,8.5,1,1,3
must,mast,1,0,0,mVst,4,?,1,4,8.1,mast,4,a,1,4,8.5,1,1,0
vast,mast,12,0,1,vast,4,a,1,4,7.83,mast,4,a,1,4,8.5,1,1,3
brat,mat,1,0,1,brat,4,a,1,4,7.13,mat,3,a,1,3,8.9,2,2,0
fat,mat,5,0,1,fat,3,a,1,3,8.57,mat,3,a,1,3,8.9,1,1,3
gnat,mat,2,0,1,nat,3,a,1,4,5.33,mat,3,a,1,3,8.9,2,1,1
mad,mat,2,0,0,mad,3,a,1,3,9.03,mat,3,a,1,3,8.9,1,1,1
math,mat,1,0,0,maT,3,a,1,4,8.07,mat,3,a,1,3,8.9,1,1,0
pat,mat,6,0,1,pat,3,a,1,3,8.73,mat,3,a,1,3,8.9,1,1,3
rat,mat,5,0,1,rat,3,a,1,3,8.28,mat,3,a,1,3,8.9,1,1,3
watt,mat,1,0,0,wAt,3,A,1,4,7.65,mat,3,a,1,3,8.9,2,2,0
cache,match,1,0,0,kaS,3,a,1,5,2.71,matS,3,a,1,5,7.7,3,2,0
hatch,match,5,0,1,hatS,3,a,1,5,7.26,matS,3,a,1,5,7.7,1,1,3
march,match,1,0,0,mArtS,4,A,1,5,5.98,matS,3,a,1,5,7.7,1,2,0
patch,match,4,0,1,patS,3,a,1,5,7.31,matS,3,a,1,5,7.7,1,1,2
vast,match,1,0,0,vast,4,a,1,4,7.83,matS,3,a,1,5,7.7,4,3,0
cache,matching,1,0,0,kaS,3,a,1,5,2.71,matS.IN,5,a,2,8,7.2,5,5,0
date,mate,15,0,1,det,3,e,1,4,8.18,met,3,e,1,4,8.3,1,1,3
fate,mate,5,0,1,fet,3,e,1,4,8.22,met,3,e,1,4,8.3,1,1,3
great,mate,1,0,1,gret,4,e,1,5,5.25,met,3,e,1,4,8.3,4,2,0
late,mate,5,0,1,let,3,e,1,4,7.14,met,3,e,1,4,8.3,1,1,3
math,mate,1,0,0,maT,3,a,1,4,8.07,met,3,e,1,4,8.3,1,2,0
plate,mate,2,0,1,plet,4,e,1,5,7.02,met,3,e,1,4,8.3,2,2,1
skate,mate,3,0,1,sket,4,e,1,5,8.27,met,3,e,1,4,8.3,2,2,2
stale,mate,1,1,0,stel,4,e,1,5,7.83,met,3,e,1,4,8.3,3,3,0
trait,mate,7,0,1,tret,4,e,1,5,8.93,met,3,e,1,4,8.3,4,2,3
mate,matey,1,1,0,met,3,e,1,4,8.34,me4.i,4,e,2,5,6.9,1,3,0
craft,math,1,0,0,kraft,5,a,1,5,7.15,maT,3,a,1,4,8.1,4,4,0
graph,math,1,0,0,graf,4,a,1,5,7.4,maT,3,a,1,4,8.1,3,3,0
laugh,math,1,0,0,laf,3,a,1,5,3.54,maT,3,a,1,4,8.1,3,2,0
myth,math,1,0,0,mIT,3,I,1,4,8.03,maT,3,a,1,4,8.1,1,1,0
staff,math,1,0,0,staf,4,a,1,5,10.29,maT,3,a,1,4,8.1,4,3,0
wrath,math,4,0,1,raT,3,a,1,5,4.03,maT,3,a,1,4,8.1,2,1,2
math,matt,1,0,0,maT,3,a,1,4,8.07,mat,3,a,1,4,6.8,1,1,0
call,maul,1,0,1,kOl,3,O,1,4,7.93,mOl,3,O,1,4,7.7,2,1,0
haul,maul,9,0,1,hOl,3,O,1,4,7.44,mOl,3,O,1,4,7.7,1,1,3
suave,mauve,13,0,0,swAv,4,A,1,5,7.51,mov,3,o,1,5,5.3,3,3,3
valve,mauve,1,0,0,valv,4,a,1,5,6.15,mov,3,o,1,5,5.3,2,3,0
mix,max,1,0,0,mIks,4,I,1,3,8.67,maks,4,a,1,3,8.8,1,1,0
wax,max,6,0,1,waks,4,a,1,3,9.24,maks,4,a,1,3,8.8,1,1,3
clay,may,5,0,1,kle,3,?,1,4,6.8,me,2,e,1,3,9.4,2,2,3
days,may,2,0,0,dez,3,e,1,4,7.02,me,2,e,1,3,9.4,2,2,1
hay,may,7,0,1,he,2,e,1,3,9.96,me,2,e,1,3,9.4,1,1,3
march,may,1,0,0,mArtS,4,A,1,5,5.98,me,2,e,1,3,9.4,3,4,0
pay,may,1,0,1,pe,2,e,1,3,9.14,me,2,e,1,3,9.4,1,1,0
prey,may,2,0,1,pre,3,?,1,4,8.77,me,2,e,1,3,9.4,3,2,1
say,may,3,0,1,se,2,e,1,3,9.4,me,2,e,1,3,9.4,1,1,2
spray,may,1,0,1,spre,4,?,1,5,4.76,me,2,e,1,3,9.4,3,3,0
stray,may,3,0,1,stre,4,?,1,5,6.2,me,2,e,1,3,9.4,3,3,2
they,may,4,0,1,De,2,e,1,4,7.89,me,2,e,1,3,9.4,3,1,2
way,may,3,0,1,we,2,e,1,3,9.78,me,2,e,1,3,9.4,1,1,2
prayer,mayor,3,0,1,prEr,4,E,1,6,7.52,me@r,4,e@,1,5,8.7,3,3,2
rays,mays,1,0,1,rez,3,e,1,4,7.48,mez,3,e,1,4,7.6,1,1,0
blaze,maze,5,0,1,blez,4,e,1,5,6.64,mez,3,e,1,4,7.3,2,2,3
cage,maze,1,0,0,kedZ,3,e,1,4,9.51,mez,3,e,1,4,7.3,2,3,0
gauze,maze,1,0,0,gOz,3,O,1,5,5.97,mez,3,e,1,4,7.3,2,2,0
glaze,maze,4,0,1,glez,4,e,1,5,6.15,mez,3,e,1,4,7.3,2,2,2
graze,maze,7,0,1,grez,4,e,1,5,7.34,mez,3,e,1,4,7.3,2,2,3
maize,maze,18,0,1,mez,3,e,1,5,5.21,mez,3,e,1,4,7.3,1,0,3
moss,maze,1,0,0,mOs,3,O,1,4,7.11,mez,3,e,1,4,7.3,3,2,0
raise,maze,1,0,1,rez,3,e,1,5,5.47,mez,3,e,1,4,7.3,3,1,0
vase,maze,3,0,0,ves,3,e,1,4,7.99,mez,3,e,1,4,7.3,2,2,2
bee,me,4,0,1,bi,2,i,1,3,8.37,mi,2,i,1,2,11.3,2,1,2
feed,me,1,0,0,fid,3,i,1,4,8.24,mi,2,i,1,2,11.3,3,2,0
flee,me,6,0,1,fli,3,?,1,4,6.76,mi,2,i,1,2,11.3,3,2,3
freeze,me,1,0,0,friz,4,i,1,6,4.99,mi,2,i,1,2,11.3,5,3,0
he,me,7,0,1,hi,2,i,1,2,11.29,mi,2,i,1,2,11.3,1,1,3
knee,me,5,0,1,ni,2,i,1,4,7.58,mi,2,i,1,2,11.3,3,1,3
let,me,1,0,0,lEt,3,E,1,3,9.49,mi,2,i,1,2,11.3,2,3,0
net,me,1,0,0,nEt,3,E,1,3,9.98,mi,2,i,1,2,11.3,2,3,0
sea,me,10,0,1,si,2,i,1,3,8.52,mi,2,i,1,2,11.3,2,1,3
seed,me,1,0,0,sid,3,i,1,4,8.35,mi,2,i,1,2,11.3,3,2,0
ski,me,4,0,1,ski,3,?,1,3,9.58,mi,2,i,1,2,11.3,3,2,2
tea,me,12,0,1,ti,2,i,1,3,7.85,mi,2,i,1,2,11.3,2,1,3
theme,me,2,0,0,Tim,3,i,1,5,11.1,mi,2,i,1,2,11.3,3,2,1
tree,me,10,0,1,tri,3,?,1,4,7.42,mi,2,i,1,2,11.3,3,2,3
breed,mead,1,0,1,brid,4,i,1,5,7.68,mid,3,i,1,4,9.1,3,2,0
greed,mead,4,0,1,grid,4,i,1,5,8.17,mid,3,i,1,4,9.1,3,2,2
heed,mead,5,0,1,hid,3,i,1,4,7.66,mid,3,i,1,4,9.1,2,1,3
need,mead,2,0,1,nid,3,i,1,4,7.21,mid,3,i,1,4,9.1,2,1,1
seed,mead,4,0,1,sid,3,i,1,4,8.35,mid,3,i,1,4,9.1,2,1,2
tread,mead,2,0,0,trEd,4,E,1,5,8,mid,3,i,1,4,9.1,2,3,1
deal,meal,7,0,1,dil,3,i,1,4,8.2,mil,3,i,1,4,8,1,1,3
field,meal,1,0,1,fild,4,i,1,5,7.4,mil,3,i,1,4,8,4,2,0
heal,meal,9,0,1,hil,3,i,1,4,8.47,mil,3,i,1,4,8,1,1,3
hill,meal,1,0,0,hIl,3,I,1,4,8.69,mil,3,i,1,4,8,3,2,0
reel,meal,4,0,1,ril,3,i,1,4,8.36,mil,3,i,1,4,8,2,1,2
squeal,meal,6,0,1,skwil,5,i,1,6,6.25,mil,3,i,1,4,8,3,3,3
steel,meal,8,0,1,stil,4,i,1,5,7.8,mil,3,i,1,4,8,3,2,3
bean,mean,6,0,1,bin,3,i,1,4,8.62,min,3,i,1,4,8.5,1,1,3
cream,mean,2,0,0,krim,4,i,1,5,6.86,min,3,i,1,4,8.5,3,3,1
fiend,mean,3,0,0,find,4,i,1,5,11.29,min,3,i,1,4,8.5,4,2,2
green,mean,7,0,1,grin,4,i,1,5,7.33,min,3,i,1,4,8.5,3,2,3
kind,mean,1,0,0,kaInd,4,aI,1,4,9.39,min,3,i,1,4,8.5,4,4,0
men,mean,4,0,0,mEn,3,E,1,3,8.52,min,3,i,1,4,8.5,1,1,2
queen,mean,12,0,1,kwin,4,i,1,5,2.97,min,3,i,1,4,8.5,3,2,3
scheme,mean,1,0,0,skim,4,i,1,6,6.58,min,3,i,1,4,8.5,5,3,0
screen,mean,14,0,1,skrin,5,i,1,6,3.42,min,3,i,1,4,8.5,4,3,3
team,mean,3,0,0,tim,3,i,1,4,6.86,min,3,i,1,4,8.5,2,2,2
vein,mean,1,0,0,ven,3,e,1,4,6.47,min,3,i,1,4,8.5,2,2,0
bent,meant,2,0,1,bEnt,4,E,1,4,8.49,mEnt,4,E,1,5,8.1,2,1,1
lend,meant,1,0,0,lEnd,4,E,1,4,7.61,mEnt,4,E,1,5,8.1,3,2,0
main,meant,1,0,0,men,3,e,1,4,8.11,mEnt,4,E,1,5,8.1,3,2,0
men,meant,1,0,0,mEn,3,E,1,3,8.52,mEnt,4,E,1,5,8.1,2,1,0
scent,meant,4,0,1,sEnt,4,E,1,5,9.05,mEnt,4,E,1,5,8.1,3,1,2
tent,meant,4,0,1,tEnt,4,E,1,4,8.75,mEnt,4,E,1,5,8.1,2,1,2
beat,meat,5,0,1,bit,3,i,1,4,8.38,mit,3,i,1,4,8.7,1,1,3
breed,meat,1,0,0,brid,4,i,1,5,7.68,mit,3,i,1,4,8.7,4,3,0
eat,meat,10,0,1,it,2,i,1,3,8.49,mit,3,i,1,4,8.7,1,1,3
greet,meat,3,0,1,grit,4,i,1,5,8.16,mit,3,i,1,4,8.7,3,2,2
heat,meat,6,0,1,hit,3,i,1,4,8.92,mit,3,i,1,4,8.7,1,1,3
mean,meat,1,0,0,min,3,i,1,4,8.49,mit,3,i,1,4,8.7,1,1,0
neat,meat,9,0,1,nit,3,i,1,4,8.17,mit,3,i,1,4,8.7,1,1,3
sheet,meat,2,0,1,Sit,3,i,1,5,7.32,mit,3,i,1,4,8.7,3,1,1
threat,meat,1,0,0,TrEt,4,E,1,6,9.97,mit,3,i,1,4,8.7,3,3,0
wheat,meat,3,0,1,hwit,4,i,1,5,8.72,mit,3,i,1,4,8.7,2,2,2
heat,meaty,1,0,0,hit,3,i,1,4,8.92,mi4.i,4,i,2,5,4.7,2,4,0
chic,meek,3,0,0,Sik,3,i,1,4,6.26,mik,3,i,1,4,7.7,4,1,2
freak,meek,2,0,1,frik,4,i,1,5,7.42,mik,3,i,1,4,7.7,3,2,1
peak,meek,1,0,1,pik,3,i,1,4,6.93,mik,3,i,1,4,7.7,2,1,0
seek,meek,8,0,1,sik,3,i,1,4,8.2,mik,3,i,1,4,7.7,1,1,3
squeak,meek,8,0,1,skwik,5,i,1,6,6.38,mik,3,i,1,4,7.7,4,3,3
week,meek,13,0,1,wik,3,i,1,4,7.11,mik,3,i,1,4,7.7,1,1,3
beet,meet,6,0,1,bit,3,i,1,4,9.42,mit,3,i,1,4,7,1,1,3
eat,meet,3,0,1,it,2,i,1,3,8.49,mit,3,i,1,4,7,2,1,2
greet,meet,29,0,1,grit,4,i,1,5,8.16,mit,3,i,1,4,7,2,2,3
let,meet,1,0,0,lEt,3,E,1,3,9.49,mit,3,i,1,4,7,2,2,0
meek,meet,2,0,0,mik,3,i,1,4,7.74,mit,3,i,1,4,7,1,1,1
reef,meet,1,0,0,rif,3,i,1,4,7.36,mit,3,i,1,4,7,2,2,0
sheet,meet,10,0,1,Sit,3,i,1,5,7.32,mit,3,i,1,4,7,2,1,3
sweet,meet,5,0,1,swit,4,i,1,5,7.1,mit,3,i,1,4,7,2,2,3
wheat,meet,4,0,1,hwit,4,i,1,5,8.72,mit,3,i,1,4,7,3,2,2
beg,meg,4,0,1,bEg,3,E,1,3,8.42,mEg,3,E,1,3,7.7,1,1,2
leg,meg,3,0,1,lEg,3,E,1,3,8.16,mEg,3,E,1,3,7.7,1,1,2
mold,meld,1,0,0,mold,4,o,1,4,8.95,mEld,4,E,1,4,7,1,1,0
bell,melt,1,0,0,bEl,3,E,1,4,9.5,mElt,4,E,1,4,7.9,2,2,0
elk,melt,1,0,0,Elk,3,E,1,3,7.57,mElt,4,E,1,4,7.9,2,2,0
health,melt,3,0,0,hElT,4,E,1,6,7.71,mElt,4,E,1,4,7.9,3,2,2
meal,melt,1,0,0,mil,3,i,1,4,7.97,mElt,4,E,1,4,7.9,2,2,0
sell,melt,1,0,0,sEl,3,E,1,4,9.51,mElt,4,E,1,4,7.9,2,2,0
wealth,melt,1,0,0,wElT,4,E,1,6,11.02,mElt,4,E,1,4,7.9,3,2,0
hen,men,3,0,1,hEn,3,E,1,3,8.2,mEn,3,E,1,3,8.5,1,1,2
mean,men,2,0,0,min,3,i,1,4,8.49,mEn,3,E,1,3,8.5,1,1,1
pen,men,5,0,1,pEn,3,E,1,3,8.62,mEn,3,E,1,3,8.5,1,1,3
