Cue,Target,Frequency,Semantic,Rhyme,PronCue,NPhonCue,PronCue_processed,NSyllCue,cue_Length,cue_Freq_N,PhonTarget,NPhonTarget,PhonTarget_processed,NSyllTarget,Target_Length,Target_Freq_N,word_dist,pron_dist,category
tune,moon,3,0,1,tun,3,u,1,4,7.54,mun,3,u,1,4,7.2,4,1,2
poor,moor,1,0,1,pUr,3,U,1,4,7.76,mUr,3,U,1,4,8.5,1,1,0
room,moore,1,0,0,rum,3,u,1,4,7.67,mUr,3,U,1,5,6.4,3,3,0
sword,moored,1,0,1,sOrd,4,O,1,5,6.71,mUrd,4,U,1,6,4.7,3,2,0
grouse,moose,1,0,0,graUs,4,aU,1,6,6.23,mus,3,u,1,5,8,3,4,0
juice,moose,10,0,1,dZus,3,u,1,5,7.15,mus,3,u,1,5,8,4,2,3
lose,moose,3,0,0,luz,3,u,1,4,8.22,mus,3,u,1,5,8,2,2,2
mousse,moose,16,0,1,mus,3,u,1,6,3.09,mus,3,u,1,5,8,2,0,3
noose,moose,12,0,1,nus,3,u,1,5,8.5,mus,3,u,1,5,8,1,1,3
boot,moot,3,0,1,but,3,u,1,4,7.55,mut,3,u,1,4,7.9,1,1,2
chute,moot,2,0,1,Sut,3,u,1,5,4.43,mut,3,u,1,4,7.9,4,1,1
cute,moot,3,0,0,kjut,4,u,1,4,7.4,mut,3,u,1,4,7.9,4,2,2
foot,moot,2,0,0,fUt,3,U,1,4,8.15,mut,3,u,1,4,7.9,1,2,1
hoot,moot,2,0,1,hut,3,u,1,4,7.84,mut,3,u,1,4,7.9,1,1,1
root,moot,5,0,1,rut,3,u,1,4,7.25,mut,3,u,1,4,7.9,1,1,3
smooth,moot,2,0,0,smuD,4,u,1,6,4.96,mut,3,u,1,4,7.9,2,2,1
suit,moot,2,0,1,sut,3,u,1,4,7.2,mut,3,u,1,4,7.9,3,1,1
chop,mop,2,0,1,tSAp,3,A,1,4,7.05,mAp,3,A,1,3,7.8,2,2,1
drop,mop,4,0,1,drAp,4,A,1,4,7.93,mAp,3,A,1,3,7.8,2,2,2
loft,mop,1,0,0,lOft,4,O,1,4,9.28,mAp,3,A,1,3,7.8,3,4,0
pop,mop,5,0,1,pAp,3,A,1,3,7.27,mAp,3,A,1,3,7.8,1,1,3
shop,mop,2,0,1,SAp,3,A,1,4,7.51,mAp,3,A,1,3,7.8,2,1,1
swamp,mop,1,0,0,swAmp,5,A,1,5,6.87,mAp,3,A,1,3,7.8,4,3,0
top,mop,6,0,1,tAp,3,A,1,3,7.99,mAp,3,A,1,3,7.8,1,1,3
drop,mope,1,0,0,drAp,4,A,1,4,7.93,mop,3,o,1,4,8,3,3,0
moat,mope,1,0,0,mot,3,o,1,4,8.09,mop,3,o,1,4,8,2,1,0
pope,mope,2,0,1,pop,3,o,1,4,7.56,mop,3,o,1,4,8,1,1,1
slope,mope,5,0,1,slop,4,o,1,5,5.69,mop,3,o,1,4,8,2,2,3
lobe,moped,1,0,0,lob,3,o,1,4,7.6,mo.pEd,5,o.,2,5,5,3,5,0
mop,mopping,1,1,0,mAp,3,A,1,3,7.82,mAp.IN,5,A,2,7,6,4,3,0
chore,more,2,0,1,tSOr,3,O,1,5,7.21,mOr,3,O,1,4,7.4,2,2,1
cork,more,1,0,0,kOrk,4,O,1,4,8.68,mOr,3,O,1,4,7.4,2,2,0
dorm,more,1,0,0,dOrm,4,O,1,4,7.36,mOr,3,O,1,4,7.4,2,2,0
for,more,3,0,1,fOr,3,O,1,3,7.67,mOr,3,O,1,4,7.4,2,1,2
four,more,5,0,1,fOr,3,O,1,4,8.21,mOr,3,O,1,4,7.4,3,1,3
group,more,1,0,0,grup,4,u,1,5,5.27,mOr,3,O,1,4,7.4,4,4,0
mare,more,1,0,0,mEr,3,E,1,4,8.31,mOr,3,O,1,4,7.4,1,1,0
moat,more,2,0,0,mot,3,o,1,4,8.09,mOr,3,O,1,4,7.4,2,2,1
oar,more,5,0,1,Or,2,O,1,3,9.04,mOr,3,O,1,4,7.4,3,1,3
poor,more,4,0,1,pUr,3,U,1,4,7.76,mOr,3,O,1,4,7.4,3,2,2
roam,more,1,0,0,rom,3,o,1,4,7.63,mOr,3,O,1,4,7.4,3,3,0
score,more,7,0,1,skOr,4,O,1,5,7.67,mOr,3,O,1,4,7.4,2,2,3
snore,more,1,0,1,snOr,4,O,1,5,8.28,mOr,3,O,1,4,7.4,2,2,0
sore,more,5,0,1,sOr,3,O,1,4,8.89,mOr,3,O,1,4,7.4,1,1,3
sure,more,1,0,0,SUr,3,U,1,4,7.15,mOr,3,O,1,4,7.4,2,2,0
war,more,3,0,1,wOr,3,O,1,3,9.39,mOr,3,O,1,4,7.4,3,1,2
storm,mormon,1,0,0,stOrm,5,O,1,5,9.29,mOr.m@n,6,O,2,6,5.2,4,5,0
horn,morn,1,0,1,hOrn,4,O,1,4,7.23,mOrn,4,O,1,4,8.4,1,1,0
coarse,morse,3,0,1,kOrs,4,O,1,6,5.85,mOrs,4,O,1,5,7.3,2,1,2
force,morse,2,0,1,fOrs,4,O,1,5,7.71,mOrs,4,O,1,5,7.3,2,1,1
worse,morse,1,0,0,w3`s,3,3`,1,5,7.07,mOrs,4,O,1,5,7.3,1,3,0
boss,moss,7,0,1,bOs,3,O,1,4,6.32,mOs,3,O,1,4,7.1,1,1,3
cross,moss,3,0,1,krOs,4,O,1,5,7.1,mOs,3,O,1,4,7.1,2,2,2
gross,moss,4,0,0,gros,4,o,1,5,6.81,mOs,3,O,1,4,7.1,2,3,2
mosque,moss,2,0,0,mAsk,4,A,1,6,5.71,mOs,3,O,1,4,7.1,3,2,1
sauce,moss,4,0,1,sOs,3,O,1,5,5.61,mOs,3,O,1,4,7.1,5,1,2
both,most,1,0,0,boT,3,o,1,4,6.95,most,4,o,1,4,8.3,3,3,0
coach,most,1,0,0,kotS,3,o,1,5,6.13,most,4,o,1,4,8.3,4,3,0
cost,most,4,0,0,kOst,4,O,1,4,7.71,most,4,o,1,4,8.3,1,2,2
gross,most,3,0,0,gros,4,o,1,5,6.81,most,4,o,1,4,8.3,3,3,2
joust,most,1,0,0,dZaUst,4,aU,1,5,3.95,most,4,o,1,4,8.3,2,4,0
moist,most,1,0,0,mOIst,4,OI,1,5,5.04,most,4,o,1,4,8.3,1,2,0
moss,most,3,0,0,mOs,3,O,1,4,7.11,most,4,o,1,4,8.3,1,2,2
roast,most,3,0,1,rost,4,o,1,5,7.61,most,4,o,1,4,8.3,2,1,2
toast,most,7,0,1,tost,4,o,1,5,8.06,most,4,o,1,4,8.3,2,1,3
worst,most,1,0,0,w3`st,4,3`,1,5,7.1,most,4,o,1,4,8.3,2,3,0
broth,moth,5,0,1,brOT,4,O,1,5,6.04,mOT,3,O,1,4,8.6,2,2,3
cough,moth,3,0,0,kOf,3,O,1,5,5.62,mOT,3,O,1,4,8.6,3,2,2
mosque,moth,1,0,0,mAsk,4,A,1,6,5.71,mOT,3,O,1,4,8.6,4,3,0
off,moth,1,0,0,Of,2,O,1,3,5.59,mOT,3,O,1,4,8.6,3,2,0
swath,moth,10,0,1,swAT,4,A,1,5,4.48,mOT,3,O,1,4,8.6,3,3,3
mold,mould,1,0,1,mold,4,o,1,4,8.95,mold,4,o,1,5,8.7,1,0,0
found,mound,2,0,1,faUnd,4,aU,1,5,8.72,maUnd,4,aU,1,5,8.6,1,1,1
ground,mound,3,0,1,graUnd,5,aU,1,6,12.5,maUnd,4,aU,1,5,8.6,2,2,2
noun,mound,1,0,0,naUn,3,aU,1,4,6.02,maUnd,4,aU,1,5,8.6,2,2,0
round,mound,1,0,1,raUnd,4,aU,1,5,9.45,maUnd,4,aU,1,5,8.6,1,1,0
wound,mound,1,0,1,waUnd,4,aU,1,5,10.28,maUnd,4,aU,1,5,8.6,1,1,0
month,mount,2,0,0,mVnT,4,?,1,5,9.11,maUnt,4,aU,1,5,5.2,2,3,1
dorm,mourn,1,0,0,dOrm,4,O,1,4,7.36,mOrn,4,O,1,5,2.9,3,2,0
learn,mourn,1,0,0,l3`n,3,3`,1,5,6.06,mOrn,4,O,1,5,2.9,3,3,0
storm,mourn,1,0,0,stOrm,5,O,1,5,9.29,mOrn,4,O,1,5,2.9,4,3,0
torn,mourn,1,0,1,tOrn,4,O,1,4,7.5,mOrn,4,O,1,5,2.9,2,1,0
couch,mouse,1,0,0,kaUtS,3,aU,1,5,7.06,maUs,3,aU,1,5,5.5,3,3,0
hoarse,mouse,1,0,0,hOrs,4,O,1,6,6.12,maUs,3,aU,1,5,5.5,3,3,0
moose,mouse,3,0,0,mus,3,u,1,5,8,maUs,3,aU,1,5,5.5,1,2,2
pause,mouse,2,0,0,pOz,3,O,1,5,8.59,maUs,3,aU,1,5,5.5,2,4,1
moth,mouth,6,0,0,mOT,3,O,1,4,8.61,maUT,3,aU,1,5,7.1,1,2,3
smooth,mouth,2,0,0,smuD,4,u,1,6,4.96,maUT,3,aU,1,5,7.1,2,4,1
cube,move,1,0,0,kjub,4,u,1,4,8.17,muv,3,u,1,4,7,3,3,0
grove,move,3,0,0,grov,4,o,1,5,7.71,muv,3,u,1,4,7,2,3,2
mauve,move,3,0,0,mov,3,o,1,5,5.3,muv,3,u,1,4,7,2,1,2
moose,move,1,0,0,mus,3,u,1,5,8,muv,3,u,1,4,7,2,1,0
shove,move,1,0,0,SVv,3,?,1,5,7.44,muv,3,u,1,4,7,2,2,0
stove,move,1,0,0,stov,4,o,1,5,8.29,muv,3,u,1,4,7,2,3,0
move,moved,1,1,0,muv,3,u,1,4,7,muvd,4,u,1,5,5.8,1,1,0
hooves,moves,5,0,1,huvz,4,u,1,6,3.89,muvz,4,u,1,5,5.7,2,1,3
bough,mow,1,0,1,baU,2,a,1,5,5.72,mo,2,o,1,3,8.3,4,3,0
doe,mow,3,0,1,do,2,o,1,3,8.45,mo,2,o,1,3,8.3,2,1,2
flow,mow,3,0,1,flo,3,?,1,4,7.17,mo,2,o,1,3,8.3,2,2,2
go,mow,1,0,1,go,2,o,1,2,10.55,mo,2,o,1,3,8.3,2,1,0
low,mow,1,0,1,lo,2,o,1,3,8.53,mo,2,o,1,3,8.3,1,1,0
owe,mow,2,0,1,o,1,o,1,3,9.01,mo,2,o,1,3,8.3,2,1,1
sew,mow,2,0,1,so,2,o,1,3,8.96,mo,2,o,1,3,8.3,2,1,1
slow,mow,6,0,1,slo,3,?,1,4,7.27,mo,2,o,1,3,8.3,2,2,3
throw,mow,2,0,1,Tro,3,?,1,5,7.29,mo,2,o,1,3,8.3,3,2,1
tow,mow,6,0,1,to,2,o,1,3,9.26,mo,2,o,1,3,8.3,1,1,3
toad,mowed,3,0,1,tod,3,o,1,4,8.41,mod,3,o,1,5,5.3,3,1,2
crutch,much,8,0,1,krVtS,4,?,1,6,6.24,mVtS,3,?,1,4,8.6,3,2,3
match,much,1,0,0,matS,3,a,1,5,7.73,mVtS,3,?,1,4,8.6,2,1,0
such,much,35,0,1,sVtS,3,?,1,4,10.13,mVtS,3,?,1,4,8.6,1,1,3
touch,much,20,0,1,tVtS,3,?,1,5,8.2,mVtS,3,?,1,4,8.6,2,1,3
buck,muck,3,0,1,bVk,3,?,1,4,7.73,mVk,3,?,1,4,8.2,1,1,2
cut,muck,1,0,0,kVt,3,?,1,3,8.69,mVk,3,?,1,4,8.2,3,2,0
husk,muck,1,0,0,hVsk,4,?,1,4,5.8,mVk,3,?,1,4,8.2,2,2,0
puke,muck,1,0,0,pjuk,4,u,1,4,6.68,mVk,3,?,1,4,8.2,3,3,0
stuck,muck,11,0,1,stVk,4,?,1,5,7.78,mVk,3,?,1,4,8.2,2,2,3
truck,muck,11,0,1,trVk,4,?,1,5,8.83,mVk,3,?,1,4,8.2,2,2,3
up,muck,1,0,0,Vp,2,?,1,2,10.59,mVk,3,?,1,4,8.2,3,2,0
bud,mud,15,0,1,bVd,3,?,1,3,8.74,mVd,3,?,1,3,7.3,1,1,3
shrub,mud,1,0,1,SrVb,4,?,1,5,7.11,mVd,3,?,1,3,7.3,4,3,0
stud,mud,10,0,1,stVd,4,?,1,4,6.27,mVd,3,?,1,3,7.3,2,2,3
puff,muff,2,0,1,pVf,3,?,1,4,6.52,mVf,3,?,1,4,6.4,1,1,1
tough,muff,1,0,1,tVf,3,?,1,5,5.78,mVf,3,?,1,4,6.4,4,1,0
clog,mug,1,0,0,klAg,4,A,1,4,3.97,mVg,3,?,1,3,7.8,3,3,0
drug,mug,3,0,1,drVg,4,?,1,4,6.39,mVg,3,?,1,3,7.8,2,2,2
jug,mug,12,0,1,dZVg,3,?,1,3,7.33,mVg,3,?,1,3,7.8,1,2,3
rug,mug,12,0,1,rVg,3,?,1,3,7.39,mVg,3,?,1,3,7.8,1,1,3
slug,mug,6,0,1,slVg,4,?,1,4,6.96,mVg,3,?,1,3,7.8,2,2,3
smudge,mug,1,0,0,smVdZ,4,?,1,6,4.73,mVg,3,?,1,3,7.8,3,3,0
tug,mug,3,0,1,tVg,3,?,1,3,6.9,mVg,3,?,1,3,7.8,1,1,2
gulp,mulch,1,0,0,gVlp,4,?,1,4,7.59,mVltS,4,?,1,5,4,3,3,0
cool,mule,1,0,1,kul,3,u,1,4,7.65,mjul,4,u,1,4,7,4,2,0
moose,mule,1,0,0,mus,3,u,1,5,8,mjul,4,u,1,4,7,3,2,0
rule,mule,5,0,1,rul,3,u,1,4,6.54,mjul,4,u,1,4,7,1,2,3
yule,mule,30,0,1,jul,3,u,1,4,6.25,mjul,4,u,1,4,7,1,1,3
dull,mull,6,0,1,dVl,3,?,1,4,8,mVl,3,?,1,4,8.2,1,1,3
lull,mull,1,0,1,lVl,3,?,1,4,7.63,mVl,3,?,1,4,8.2,1,1,0
mule,mull,3,0,0,mjul,4,u,1,4,7.03,mVl,3,?,1,4,8.2,1,2,2
skull,mull,9,0,1,skVl,4,?,1,5,6.29,mVl,3,?,1,4,8.2,2,2,3
crumb,mum,1,0,1,krVm,4,?,1,5,4.68,mVm,3,?,1,3,7.6,3,2,0
hum,mum,1,0,1,hVm,3,?,1,3,7.39,mVm,3,?,1,3,7.6,1,1,0
some,mum,1,0,1,sVm,3,?,1,4,9.47,mVm,3,?,1,3,7.6,3,1,0
bunch,munch,3,0,1,bVntS,4,?,1,5,7.71,mVntS,4,?,1,5,8.2,1,1,2
lunch,munch,7,0,1,lVntS,4,?,1,5,7.85,mVntS,4,?,1,5,8.2,1,1,3
punch,munch,6,0,1,pVntS,4,?,1,5,8.19,mVntS,4,?,1,5,8.2,1,1,3
clerk,murk,2,0,1,kl3`k,4,3`,1,5,9.54,m3`k,3,3`,1,4,7.9,3,2,1
smirk,murk,2,0,1,sm3`k,4,3`,1,5,5.12,m3`k,3,3`,1,4,7.9,2,1,1
booze,muse,1,0,1,buz,3,u,1,5,5.04,mjuz,4,u,1,4,6.4,4,2,0
choose,muse,2,0,1,tSuz,3,u,1,6,4.83,mjuz,4,u,1,4,6.4,4,2,1
fuse,muse,9,0,1,fjuz,4,u,1,4,5.22,mjuz,4,u,1,4,6.4,1,1,3
mute,muse,1,0,0,mjut,4,u,1,4,6.74,mjuz,4,u,1,4,6.4,1,1,0
brush,mush,4,0,1,brVS,4,?,1,5,6.94,mVS,3,?,1,4,8.1,2,2,2
crush,mush,7,0,1,krVS,4,?,1,5,7.59,mVS,3,?,1,4,8.1,2,2,3
plush,mush,6,0,1,plVS,4,?,1,5,5.34,mVS,3,?,1,4,8.1,2,2,3
rush,mush,7,0,1,rVS,3,?,1,4,7.38,mVS,3,?,1,4,8.1,1,1,3
husk,musk,19,0,1,hVsk,4,?,1,4,5.8,mVsk,4,?,1,4,6.7,1,1,3
mosque,musk,1,0,0,mAsk,4,A,1,6,5.71,mVsk,4,?,1,4,6.7,4,1,0
tusk,musk,18,0,1,tVsk,4,?,1,4,6.12,mVsk,4,?,1,4,6.7,1,1,3
mess,muss,1,0,0,mEs,3,E,1,4,7.61,mVs,3,?,1,4,7.7,1,1,0
pus,muss,1,0,1,pVs,3,?,1,3,8.16,mVs,3,?,1,4,7.7,2,1,0
chest,must,1,0,0,tSEst,4,E,1,5,8.43,mVst,4,?,1,4,8.1,3,3,0
dusk,must,1,0,0,dVsk,4,?,1,4,7.09,mVst,4,?,1,4,8.1,2,2,0
frost,must,1,0,0,frOst,5,O,1,5,8.3,mVst,4,?,1,4,8.1,3,3,0
fuzz,must,1,0,0,fVz,3,?,1,4,6.61,mVst,4,?,1,4,8.1,3,3,0
lust,must,21,0,1,lVst,4,?,1,4,9.59,mVst,4,?,1,4,8.1,1,1,3
mist,must,1,0,0,mIst,4,I,1,4,8.58,mVst,4,?,1,4,8.1,1,1,0
most,must,1,0,0,most,4,o,1,4,8.3,mVst,4,?,1,4,8.1,1,1,0
much,must,1,0,0,mVtS,3,?,1,4,8.63,mVst,4,?,1,4,8.1,2,2,0
plus,must,7,0,0,plVs,4,?,1,4,7.29,mVst,4,?,1,4,8.1,3,3,3
rust,must,17,0,1,rVst,4,?,1,4,8.56,mVst,4,?,1,4,8.1,1,1,3
tusk,must,1,0,0,tVsk,4,?,1,4,6.12,mVst,4,?,1,4,8.1,2,2,0
brute,mute,2,0,1,brut,4,u,1,5,10.16,mjut,4,u,1,4,6.7,2,2,1
cute,mute,5,0,1,kjut,4,u,1,4,7.4,mjut,4,u,1,4,6.7,1,1,3
foot,mute,1,0,0,fUt,3,U,1,4,8.15,mjut,4,u,1,4,6.7,4,3,0
mud,mute,1,0,0,mVd,3,?,1,3,7.29,mjut,4,u,1,4,6.7,2,3,0
soot,mute,1,0,0,sUt,3,U,1,4,8.36,mjut,4,u,1,4,6.7,4,3,0
cup,mutt,1,0,0,kVp,3,?,1,3,7.79,mVt,3,?,1,4,8.5,3,2,0
hut,mutt,9,0,1,hVt,3,?,1,3,8.89,mVt,3,?,1,4,8.5,2,1,3
nut,mutt,2,0,1,nVt,3,?,1,3,8.75,mVt,3,?,1,4,8.5,2,1,1
shut,mutt,4,0,1,SVt,3,?,1,4,5.91,mVt,3,?,1,4,8.5,3,1,2
buy,my,1,0,1,baI,2,a,1,3,9.73,maI,2,?,1,2,10.2,2,1,0
die,my,5,0,0,daI,2,a,1,3,8.36,maI,2,?,1,2,10.2,3,1,3
dye,my,3,0,1,daI,2,a,1,3,8.44,maI,2,?,1,2,10.2,2,1,2
fly,my,3,0,1,flaI,3,?,1,3,6.9,maI,2,?,1,2,10.2,2,2,2
guy,my,3,0,1,gaI,2,a,1,3,8.8,maI,2,?,1,2,10.2,2,1,2
lymph,my,1,0,0,lImf,4,I,1,5,6.11,maI,2,?,1,2,10.2,4,4,0
myth,my,3,0,0,mIT,3,I,1,4,8.03,maI,2,?,1,2,10.2,2,2,2
rye,my,3,0,1,raI,2,a,1,3,6.88,maI,2,?,1,2,10.2,2,1,2
sigh,my,4,0,1,saI,2,a,1,4,9.02,maI,2,?,1,2,10.2,4,1,2
sly,my,5,0,1,slaI,3,?,1,3,8.75,maI,2,?,1,2,10.2,2,2,3
sty,my,3,0,1,staI,3,?,1,3,9.1,maI,2,?,1,2,10.2,2,2,2
try,my,7,0,1,traI,3,?,1,3,8.07,maI,2,?,1,2,10.2,2,2,3
mist,mystic,1,0,0,mIst,4,I,1,4,8.58,mI.stIk,6,I.,2,6,3.2,3,3,0
fifth,myth,1,0,1,fIfT,4,I,1,5,7.09,mIT,3,I,1,4,8,3,2,0
lift,myth,1,0,0,lIft,4,I,1,4,7.98,mIT,3,I,1,4,8,4,3,0
with,myth,3,0,1,wIT,3,I,1,4,7.27,mIT,3,I,1,4,8,2,1,2
crab,nab,6,0,1,krab,4,a,1,4,7.59,nab,3,a,1,3,7.1,2,2,3
knob,nab,1,0,0,nAb,3,A,1,4,7.69,nab,3,a,1,3,7.1,2,1,0
slab,nab,1,0,1,slab,4,a,1,4,6.15,nab,3,a,1,3,7.1,2,2,0
bag,nag,1,0,1,bag,3,a,1,3,8.39,nag,3,a,1,3,7.6,1,1,0
flag,nag,2,0,1,flag,4,a,1,4,6.59,nag,3,a,1,3,7.6,2,2,1
tag,nag,1,0,1,tag,3,a,1,3,7.79,nag,3,a,1,3,7.6,1,1,0
fail,nail,4,0,1,fel,3,e,1,4,7.94,nel,3,e,1,4,8.3,1,1,2
hail,nail,5,0,1,hel,3,e,1,4,8.48,nel,3,e,1,4,8.3,1,1,3
mail,nail,3,0,1,mel,3,e,1,4,7.45,nel,3,e,1,4,8.3,1,1,2
neigh,nail,1,0,0,ne,2,e,1,5,7.92,nel,3,e,1,4,8.3,3,1,0
sail,nail,2,0,1,sel,3,e,1,4,8.47,nel,3,e,1,4,8.3,1,1,1
snail,nail,20,0,1,snel,4,e,1,5,5.84,nel,3,e,1,4,8.3,1,1,3
tail,nail,2,0,1,tel,3,e,1,4,8.04,nel,3,e,1,4,8.3,1,1,1
trail,nail,1,0,1,trel,4,e,1,5,7.06,nel,3,e,1,4,8.3,2,2,0
snake,naked,2,0,0,snek,4,e,1,5,6.39,ne.k@d,5,e.,2,5,6.4,2,4,1
brain,name,1,0,0,bren,4,e,1,5,7.57,nem,3,e,1,4,8.4,4,3,0
claim,name,2,0,1,klem,4,e,1,5,6.5,nem,3,e,1,4,8.4,4,2,1
flame,name,4,0,1,flem,4,e,1,5,7.87,nem,3,e,1,4,8.4,2,2,2
game,name,5,0,1,gem,3,e,1,4,7.77,nem,3,e,1,4,8.4,1,1,3
same,name,2,0,1,sem,3,e,1,4,9.28,nem,3,e,1,4,8.4,1,1,1
tame,name,1,0,1,tem,3,e,1,4,9.05,nem,3,e,1,4,8.4,1,1,0
camp,nap,1,0,0,kamp,4,a,1,4,6.37,nap,3,a,1,3,7.4,2,2,0
flap,nap,3,0,1,flap,4,a,1,4,7.33,nap,3,a,1,3,7.4,2,2,2
lap,nap,9,0,1,lap,3,a,1,3,7.86,nap,3,a,1,3,7.4,1,1,3
pan,nap,1,0,0,pan,3,a,1,3,9.37,nap,3,a,1,3,7.4,2,2,0
sap,nap,5,0,1,sap,3,a,1,3,8.33,nap,3,a,1,3,7.4,1,1,3
slap,nap,2,0,1,slap,4,a,1,4,7.18,nap,3,a,1,3,7.4,2,2,1
step,nap,1,0,0,stEp,4,E,1,4,6.23,nap,3,a,1,3,7.4,3,3,0
tap,nap,4,0,1,tap,3,a,1,3,8.11,nap,3,a,1,3,7.4,1,1,2
wrap,nap,1,0,1,rap,3,a,1,4,6.84,nap,3,a,1,3,7.4,2,1,0
cape,nape,4,0,1,kep,3,e,1,4,8.5,nep,3,e,1,4,7.8,1,1,2
rape,nape,2,0,1,rep,3,e,1,4,7.53,nep,3,e,1,4,7.8,1,1,1
shape,nape,4,0,1,Sep,3,e,1,5,8.34,nep,3,e,1,4,7.8,2,1,2
broad,naught,1,0,0,brOd,4,O,1,5,7.83,nOt,3,O,1,6,8.3,6,3,0
fault,naught,1,0,0,fOlt,4,O,1,5,7.98,nOt,3,O,1,6,8.3,3,2,0
not,naught,1,0,1,nAt,3,A,1,3,8.89,nOt,3,O,1,6,8.3,4,1,0
trot,naught,1,0,1,trAt,4,A,1,4,5.43,nOt,3,O,1,6,8.3,5,3,0
cave,naval,1,0,0,kev,3,e,1,4,8.95,ne.vl=,4,e.,2,5,7.4,3,4,0
hay,nay,2,0,1,he,2,e,1,3,9.96,ne,2,e,1,3,9.1,1,1,1
pay,nay,1,0,1,pe,2,e,1,3,9.14,ne,2,e,1,3,9.1,1,1,0
quay,nay,1,0,1,ki,2,i,1,4,6.53,ne,2,e,1,3,9.1,2,2,0
stay,nay,1,0,1,ste,3,?,1,4,7.38,ne,2,e,1,3,9.1,2,2,0
weigh,nay,2,0,1,we,2,e,1,5,5.93,ne,2,e,1,3,9.1,5,1,1
heal,neal,3,0,1,hil,3,i,1,4,8.47,nil,3,i,1,4,7.6,1,1,2
beer,near,3,0,1,bIr,3,I,1,4,7.39,nIr,3,I,1,4,8.8,2,1,2
clear,near,6,0,1,klIr,4,I,1,5,8.19,nIr,3,I,1,4,8.8,2,2,3
dear,near,11,0,1,dIr,3,I,1,4,9.08,nIr,3,I,1,4,8.8,1,1,3
ear,near,2,0,1,Ir,2,I,1,3,9.6,nIr,3,I,1,4,8.8,1,1,1
fear,near,11,0,1,fIr,3,I,1,4,9.24,nIr,3,I,1,4,8.8,1,1,3
hear,near,5,0,1,hIr,3,I,1,4,8.96,nIr,3,I,1,4,8.8,1,1,3
next,near,1,1,0,nEkst,5,E,1,4,8.57,nIr,3,I,1,4,8.8,2,4,0
peer,near,4,0,1,pIr,3,I,1,4,6.72,nIr,3,I,1,4,8.8,2,1,2
rear,near,6,0,1,rIr,3,I,1,4,9.34,nIr,3,I,1,4,8.8,1,1,3
steer,near,4,0,1,stIr,4,I,1,5,7.44,nIr,3,I,1,4,8.8,3,2,2
tear,near,7,0,1,tIr,3,I,1,4,8.48,nIr,3,I,1,4,8.8,1,1,3
year,near,4,0,1,jIr,3,I,1,4,9.05,nIr,3,I,1,4,8.8,1,1,2
beat,neat,2,0,1,bit,3,i,1,4,8.38,nit,3,i,1,4,8.2,1,1,1
cheat,neat,1,0,1,tSit,3,i,1,5,8.53,nit,3,i,1,4,8.2,2,2,0
feet,neat,1,0,1,fit,3,i,1,4,8.66,nit,3,i,1,4,8.2,2,1,0
great,neat,1,0,0,gret,4,e,1,5,5.25,nit,3,i,1,4,8.2,2,3,0
knit,neat,1,0,0,nIt,3,I,1,4,9.13,nit,3,i,1,4,8.2,3,1,0
meet,neat,2,0,1,mit,3,i,1,4,7.01,nit,3,i,1,4,8.2,2,1,1
seat,neat,6,0,1,sit,3,i,1,4,7.53,nit,3,i,1,4,8.2,1,1,3
suite,neat,1,0,1,swit,4,i,1,5,8.68,nit,3,i,1,4,8.2,4,2,0
sweet,neat,2,0,1,swit,4,i,1,5,7.1,nit,3,i,1,4,8.2,3,2,1
threat,neat,1,0,1,TrEt,4,E,1,6,9.97,nit,3,i,1,4,8.2,3,3,0
wheat,neat,4,0,1,hwit,4,i,1,5,8.72,nit,3,i,1,4,8.2,2,2,2
deck,neck,8,0,1,dEk,3,E,1,4,8.71,nEk,3,E,1,4,8.8,1,1,3
knee,nee,1,0,1,ni,2,i,1,4,7.58,ne,2,e,1,3,8.6,1,1,0
breed,need,3,0,1,brid,4,i,1,5,7.68,nid,3,i,1,4,7.2,2,2,2
greed,need,7,0,1,grid,4,i,1,5,8.17,nid,3,i,1,4,7.2,2,2,3
knee,need,5,0,0,ni,2,i,1,4,7.58,nid,3,i,1,4,7.2,2,1,3
niece,need,1,0,0,nis,3,i,1,5,10.74,nid,3,i,1,4,7.2,3,1,0
seed,need,7,0,1,sid,3,i,1,4,8.35,nid,3,i,1,4,7.2,1,1,3
weed,need,6,0,1,wid,3,i,1,4,7.6,nid,3,i,1,4,7.2,1,1,3
clay,neigh,1,0,0,kle,3,?,1,4,6.8,ne,2,e,1,5,7.9,5,2,0
hay,neigh,3,0,1,he,2,e,1,3,9.96,ne,2,e,1,5,7.9,5,1,2
pray,neigh,2,0,1,pre,3,?,1,4,6.83,ne,2,e,1,5,7.9,5,2,1
stray,neigh,1,0,1,stre,4,?,1,5,6.2,ne,2,e,1,5,7.9,5,3,0
weigh,neigh,3,0,1,we,2,e,1,5,5.93,ne,2,e,1,5,7.9,1,1,2
curve,nerve,10,0,1,k3`v,3,3`,1,5,7.13,n3`v,3,3`,1,5,6.6,2,1,3
best,nest,2,0,1,bEst,4,E,1,4,8.22,nEst,4,E,1,4,8.9,1,1,1
cast,nest,1,0,0,kast,4,a,1,4,8.39,nEst,4,E,1,4,8.9,2,2,0
crest,nest,3,0,1,krEst,5,E,1,5,7.01,nEst,4,E,1,4,8.9,2,2,2
east,nest,1,0,0,ist,3,i,1,4,8.6,nEst,4,E,1,4,8.9,2,2,0
